error_code,error_no,error_type,form_name,var_name,check_type,test_name,short_desc,full_desc,test_logic,comp_forms,comp_vars,do_in_redcap,in_prev_versions,questions
np-m-327,327,Error,np,NPPDXB,Missingness,NPPDXB must be present,NPPDXB cannot be blank,Q19b. NPPDXB (Multiple system atrophy) cannot be blank,If NPPDXB = blank,,,,,
np-c-328,328,Error,np,NPPDXB,Conformity,NPPDXB conforms,NPPDXB must be an integer between 0-1 or 8-9,Q19b. NPPDXB (Multiple system atrophy) must be an integer between 0-1 or 8-9,If NPPDXB < 0 or NPPDXB > 1 and ne 8-9,,,,,
np-m-329,329,Error,np,NPPDXC,Missingness,NPPDXC must be present,NPPDXC cannot be blank,Q19c. NPPDXC (Prion disease) cannot be blank,If NPPDXC = blank,,,,,
np-c-330,330,Error,np,NPPDXC,Conformity,NPPDXC conforms,NPPDXC must be an integer between 0-1 or 8-9,Q19c. NPPDXC (Prion disease) must be an integer between 0-1 or 8-9,If NPPDXC < 0 or NPPDXC > 1 and ne 8-9,,,,,
np-m-331,331,Error,np,NPPDXD,Missingness,NPPDXD must be present,NPPDXD cannot be blank,"Q19d. NPPDXD (Trinucleotide disease (Huntington disease, SCA, other)) cannot be blank",If NPPDXD = blank,,,,,
np-c-332,332,Error,np,NPPDXD,Conformity,NPPDXD conforms,NPPDXD must be an integer between 0-1 or 8-9,"Q19d. NPPDXD (Trinucleotide disease (Huntington disease, SCA, other)) must be an integer between 0-1 or 8-9",If NPPDXD < 0 or NPPDXD > 1 and ne 8-9,,,,,
np-m-333,333,Error,np,NPPDXE,Missingness,NPPDXE must be present,NPPDXE cannot be blank,Q19e. NPPDXE (Malformation of cortical development) cannot be blank,If NPPDXE = blank,,,,,
np-c-334,334,Error,np,NPPDXE,Conformity,NPPDXE conforms,NPPDXE must be an integer between 0-1 or 8-9,Q19e. NPPDXE (Malformation of cortical development) must be an integer between 0-1 or 8-9,If NPPDXE < 0 or NPPDXE > 1 and ne 8-9,,,,,
np-m-335,335,Error,np,NPPDXF,Missingness,NPPDXF must be present,NPPDXF cannot be blank,Q19f. NPPDXF (Metabolic/storage disorder of any type) cannot be blank,If NPPDXF = blank,,,,,
np-c-336,336,Error,np,NPPDXF,Conformity,NPPDXF conforms,NPPDXF must be an integer between 0-1 or 8-9,Q19f. NPPDXF (Metabolic/storage disorder of any type) must be an integer between 0-1 or 8-9,If NPPDXF < 0 or NPPDXF > 1 and ne 8-9,,,,,
np-m-337,337,Error,np,NPPDXG,Missingness,NPPDXG must be present,NPPDXG cannot be blank,"Q19g. NPPDXG (WM disease, leukodystrophy) cannot be blank",If NPPDXG = blank,,,,,
np-c-338,338,Error,np,NPPDXG,Conformity,NPPDXG conforms,NPPDXG must be an integer between 0-1 or 8-9,"Q19g. NPPDXG (WM disease, leukodystrophy) must be an integer between 0-1 or 8-9",If NPPDXG < 0 or NPPDXG > 1 and ne 8-9,,,,,
np-m-339,339,Error,np,NPPDXH,Missingness,NPPDXH must be present,NPPDXH cannot be blank,"Q19h. NPPDXH (WM disease, multiple sclerosis or other demyelinating disease) cannot be blank",If NPPDXH = blank,,,,,
np-c-340,340,Error,np,NPPDXH,Conformity,NPPDXH conforms,NPPDXH must be an integer between 0-1 or 8-9,"Q19h. NPPDXH (WM disease, multiple sclerosis or other demyelinating disease) must be an integer between 0-1 or 8-9",If NPPDXH < 0 or NPPDXH > 1 and ne 8-9,,,,,
np-m-341,341,Error,np,NPPDXI,Missingness,NPPDXI must be present,NPPDXI cannot be blank,"Q19i. NPPDXI (Contusion/traumatic brain injury of any type, acute) cannot be blank",If NPPDXI = blank,,,,,
np-c-342,342,Error,np,NPPDXI,Conformity,NPPDXI conforms,NPPDXI must be an integer between 0-1 or 8-9,"Q19i. NPPDXI (Contusion/traumatic brain injury of any type, acute) must be an integer between 0-1 or 8-9",If NPPDXI < 0 or NPPDXI > 1 and ne 8-9,,,,,
np-m-343,343,Error,np,NPPDXJ,Missingness,NPPDXJ must be present,NPPDXJ cannot be blank,"Q19j. NPPDXJ (Contusion/traumatic brain injury of any type, Chronic) cannot be blank",If NPPDXJ = blank,,,,,
np-c-344,344,Error,np,NPPDXJ,Conformity,NPPDXJ conforms,NPPDXJ must be an integer between 0-1 or 8-9,"Q19j. NPPDXJ (Contusion/traumatic brain injury of any type, Chronic) must be an integer between 0-1 or 8-9",If NPPDXJ < 0 or NPPDXJ > 1 and ne 8-9,,,,,
np-m-345,345,Error,np,NPPDXK,Missingness,NPPDXK must be present,NPPDXK cannot be blank,"Q19k. NPPDXK (Neoplasm, primary) cannot be blank",If NPPDXK = blank,,,,,
np-c-346,346,Error,np,NPPDXK,Conformity,NPPDXK conforms,NPPDXK must be an integer between 0-1 or 8-9,"Q19k. NPPDXK (Neoplasm, primary) must be an integer between 0-1 or 8-9",If NPPDXK < 0 or NPPDXK > 1 and ne 8-9,,,,,
np-m-347,347,Error,np,NPPDXL,Missingness,NPPDXL must be present,NPPDXL cannot be blank,"Q19l. NPPDXL (Neoplasm, metastatic) cannot be blank",If NPPDXL = blank,,,,,
np-c-348,348,Error,np,NPPDXL,Conformity,NPPDXL conforms,NPPDXL must be an integer between 0-1 or 8-9,"Q19l. NPPDXL (Neoplasm, metastatic) must be an integer between 0-1 or 8-9",If NPPDXL < 0 or NPPDXL > 1 and ne 8-9,,,,,
np-m-349,349,Error,np,NPPDXM,Missingness,NPPDXM must be present,NPPDXM cannot be blank,"Q19m. NPPDXM (Infectious process of any type (encephalitis, abscess, etc.)) cannot be blank",If NPPDXM = blank,,,,,
np-c-350,350,Error,np,NPPDXM,Conformity,NPPDXM conforms,NPPDXM must be an integer between 0-1 or 8-9,"Q19m. NPPDXM (Infectious process of any type (encephalitis, abscess, etc.)) must be an integer between 0-1 or 8-9",If NPPDXM < 0 or NPPDXM > 1 and ne 8-9,,,,,
np-m-351,351,Error,np,NPPDXN,Missingness,NPPDXN must be present,NPPDXN cannot be blank,"Q19n. NPPDXN (Herniation, any site) cannot be blank",If NPPDXN = blank,,,,,
np-c-352,352,Error,np,NPPDXN,Conformity,NPPDXN conforms,NPPDXN must be an integer between 0-1 or 8-9,"Q19n. NPPDXN (Herniation, any site) must be an integer between 0-1 or 8-9",If NPPDXN < 0 or NPPDXN > 1 and ne 8-9,,,,,
np-m-353,353,Error,np,NPPDXO,Missingness,NPPDXO must be present,NPPDXO cannot be blank,Q19o. NPPDXO (Trisomy 21/Down syndrome) cannot be blank,If NPPDXO = blank,,,,,
np-c-354,354,Error,np,NPPDXO,Conformity,NPPDXO conforms,NPPDXO must be an integer between 0-1 or 8-9,Q19o. NPPDXO (Trisomy 21/Down syndrome) must be an integer between 0-1 or 8-9,If NPPDXO < 0 or NPPDXO > 1 and ne 8-9,,,,,
np-m-355,355,Error,np,NPPDXP,Missingness,NPPDXP must be present,NPPDXP cannot be blank,Q19p. NPPDXP (AD-related genes) cannot be blank,If NPPDXP = blank,,,,,
np-c-356,356,Error,np,NPPDXP,Conformity,NPPDXP conforms,NPPDXP must be an integer between 0-1 or 8-9,Q19p. NPPDXP (AD-related genes) must be an integer between 0-1 or 8-9,If NPPDXP < 0 or NPPDXP > 1 and ne 8-9,,,,,
np-m-357,357,Error,np,NPPDXQ,Missingness,NPPDXQ must be present,NPPDXQ cannot be blank,Q19q. NPPDXQ (FTLD-related genes) cannot be blank,If NPPDXQ = blank,,,,,
np-c-358,358,Error,np,NPPDXQ,Conformity,NPPDXQ conforms,NPPDXQ must be an integer between 0-1 or 8-9,Q19q. NPPDXQ (FTLD-related genes) must be an integer between 0-1 or 8-9,If NPPDXQ < 0 or NPPDXQ > 1 and ne 8-9,,,,,
np-m-359,359,Error,np,NPPDXR,MIssingness,NPPDXR must be present,NPPDXR cannot be blank,Q19r. NPPDXR (First other pathologic diagnosis) cannot be blank,If NPPDXR = blank,,,,,
np-c-360,360,Error,np,NPPDXR,Conformity,NPPDXR conforms,NPPDXR must be an integer between 0-1,Q19r. NPPDXR (First other pathologic diagnosis) must be an integer between 0-1,If NPPDXR < 0 or NPPDXR > 1,,,,,
np-m-361,361,Error,np,NPPDXRX,Missingness,NPPDXRX conditionally present,"If NPPDXR = 1, NPPDXRX cannot be blank","If Q19r. NPPDXR (First other pathologic diagnosis) = 1 (Yes), Q19r1. NPPDXRX (First other pathologic diagnosis - specify) cannot be blank",If NPPDXR = 1 and NPPDXRX = blank,,"NPPDXR, NPPDXRX",,,
np-m-362,362,Error,np,NPPDXRX,Missingness,NPPDXRX conditionally blank,"If NPPDXR = 0, NPPDXRX must be blank","If Q19r. NPPDXR (First other pathologic diagnosis) = 0 (No), Q19r1. NPPDXRX (First other pathologic diagnosis - specify) must be blank",If NPPDXR = 0 and NPPDXRX ne blank,,"NPPDXR, NPPDXRX",,,
np-m-363,363,Error,np,NPPDXS,MIssingness,NPPDXS must be present,NPPDXS cannot be blank,Q19s. NPPDXS (Second other pathologic diagnosis) cannot be blank,If NPPDXS = blank,,,,,
np-c-364,364,Error,np,NPPDXS,Conformity,NPPDXS conforms,NPPDXS must be an integer between 0-1,Q19s. NPPDXS (Second other pathologic diagnosis) must be an integer between 0-1,If NPPDXS < 0 or NPPDXS > 1,,,,,
np-m-365,365,Error,np,NPPDXSX,Missingness,NPPDXSX conditionally present,"If NPPDXS = 1, NPPDXSX cannot be blank","If Q19s. NPPDXS (Second other pathologic diagnosis) = 1 (Yes), Q19s1. NPPDXSX (Second other pathologic diagnosis - specify) cannot be blank",If NPPDXS = 1 and NPPDXSX = blank,,"NPPDXS, NPPDXSX",,,
np-m-366,366,Error,np,NPPDXSX,Missingness,NPPDXSX conditionally blank,"If NPPDXS = 0, NPPDXSX must be blank","If Q19s. NPPDXS (Second other pathologic diagnosis) = 0 (No), Q19s1. NPPDXSX (Second other pathologic diagnosis - specify) must be blank",If NPPDXS = 0 and NPPDXSX ne blank,,"NPPDXS, NPPDXSX",,,
np-m-367,367,Error,np,NPPDXT,MIssingness,NPPDXT must be present,NPPDXT cannot be blank,Q19t. NPPDXT (Third other pathologic diagnosis) cannot be blank,If NPPDXT = blank,,,,,
np-c-368,368,Error,np,NPPDXT,Conformity,NPPDXT conforms,NPPDXT must be an integer between 0-1,Q19t. NPPDXT (Third other pathologic diagnosis) must be an integer between 0-1,If NPPDXT < 0 or NPPDXT > 1,,,,,
np-m-369,369,Error,np,NPPDXTX,Missingness,NPPDXTX conditionally present,"If NPPDXT = 1, NPPDXTX cannot be blank","If Q19t. NPPDXT (Third other pathologic diagnosis) = 1 (Yes), Q19t1. NPPDXTX (Third other pathologic diagnosis - specify) cannot be blank",If NPPDXT = 1 and NPPDXTX = blank,,"NPPDXT, NPPDXTX",,,
np-m-370,370,Error,np,NPPDXTX,Missingness,NPPDXTX conditionally blank,"If NPPDXT = 0, NPPDXTX must be blank","If Q19t. NPPDXT (Third other pathologic diagnosis) = 0 (No), Q19t1. NPPDXTX (Third other pathologic diagnosis - specify) must be blank",If NPPDXT = 0 and NPPDXTX ne blank,,"NPPDXT, NPPDXTX",,,
np-m-371,371,Error,np,NPBNKA,Missingness,NPBNKA must be present,NPBNKA cannot be blank,Q20a. NPBNKA (Banked frozen brain or half brain),If NPBNKA = blank,,,,,
np-c-372,372,Error,np,NPBNKA,Conformity,NPBNKA conforms,NPBNKA must be an integer between 0-1 or 9 ,Q20a. NPBNKA (Banked frozen brain or half brain),If NPBNKA < 0 or NPBNKA > 1 and ne 9,,,,,
np-m-373,373,Error,np,NPBNKB,Missingness,NPBNKB must be present,NPBNKB cannot be blank,Q20b. NPBNKB (Banked frozen wedge of cerebellum or other sample for future DNA prep),If NPBNKB = blank,,,,,
np-c-374,374,Error,np,NPBNKB,Conformity,NPBNKB conforms,NPBNKB must be an integer between 0-1 or 9 ,Q20b. NPBNKB (Banked frozen wedge of cerebellum or other sample for future DNA prep),If NPBNKB < 0 or NPBNKB > 1 and ne 9,,,,,
np-m-375,375,Error,np,NPBNKC,Missingness,NPBNKC must be present,NPBNKC cannot be blank,Q20c. NPBNKC (Formalin- or paraformaldehyde-fixed brain),If NPBNKC = blank,,,,,
np-c-376,376,Error,np,NPBNKC,Conformity,NPBNKC conforms,NPBNKC must be an integer between 0-1 or 9 ,Q20c. NPBNKC (Formalin- or paraformaldehyde-fixed brain),If NPBNKC < 0 or NPBNKC > 1 and ne 9,,,,,
np-m-377,377,Error,np,NPBNKD,Missingness,NPBNKD must be present,NPBNKD cannot be blank,Q20d. NPBNKD (Paraffin-embedded blocks of brain regions),If NPBNKD = blank,,,,,
np-c-378,378,Error,np,NPBNKD,Conformity,NPBNKD conforms,NPBNKD must be an integer between 0-1 or 9 ,Q20d. NPBNKD (Paraffin-embedded blocks of brain regions),If NPBNKD < 0 or NPBNKD > 1 and ne 9,,,,,
np-m-379,379,Error,np,NPBNKE,Missingness,NPBNKE must be present,NPBNKE cannot be blank,Q20e. NPBNKE (Banked postmortem CSF),If NPBNKE = blank,,,,,
np-c-380,380,Error,np,NPBNKE,Conformity,NPBNKE conforms,NPBNKE must be an integer between 0-1 or 9 ,Q20e. NPBNKE (Banked postmortem CSF),If NPBNKE < 0 or NPBNKE > 1 and ne 9,,,,,
np-m-381,381,Error,np,NPBNKF,Missingness,NPBNKF must be present,NPBNKF cannot be blank,Q20f. NPBNKF (Banked postmortem blood or serum),If NPBNKF = blank,,,,,
np-c-382,382,Error,np,NPBNKF,Conformity,NPBNKF conforms,NPBNKF must be an integer between 0-1 or 9 ,Q20f. NPBNKF (Banked postmortem blood or serum),If NPBNKF < 0 or NPBNKF > 1 and ne 9,,,,,
np-m-383,383,Error,np,NPBNKG,Missingness,NPBNKG must be present,NPBNKG cannot be blank,Q20g. NPBNKG (Banked DNA),If NPBNKG = blank,,,,,
np-c-384,384,Error,np,NPBNKG,Conformity,NPBNKG conforms,NPBNKG must be an integer between 0-1 or 9 ,Q20g. NPBNKG (Banked DNA),If NPBNKG < 0 or NPBNKG > 1 and ne 9,,,,,
np-m-385,385,Error,np,NPFAUT,Missingness,NPFAUT must be present,NPFAUT cannot be blank,Q20h. NPFAUT (Full autopsy performed?) cannot be blank,If NPFAUT = blank,,,,,
np-c-386,386,Error,np,NPFAUT,Conformity,NPFAUT conforms,NPFAUT must be an integer between 0-1 or 9 ,Q20h. NPFAUT (Full autopsy performed?) must be an integer between 0-1 or 9,If NPFAUT < 0 or NPFAUT > 1 ne 9,,,,,
np-m-387,387,Error,np,NPFAUT1,Missingness,NPFAUT1 conditionally blank,"If NPFAUT ne 1, NPFAUT1 must be blank","If Q20h. NPFAUT (Full autopsy performed?) ne 1 (Yes), Q20h1. NPFAUT1 (If full autopsy, first major finding) must be blank",If NPFAUT ne 1 and NPFAUT1 ne blank,,"NPFAUT, NPFAUT1",,,
np-m-388,388,Error,np,NPFAUT2,Missingness,NPFAUT2 conditionally blank,"If NPFAUT ne 1, NPFAUT2 must be blank","If Q20h. NPFAUT (Full autopsy performed?) ne 1 (Yes), Q20h2. NPFAUT2 (If full autopsy, second major finding) must be blank",If NPFAUT ne 1 and NPFAUT2 ne blank,,"NPFAUT, NPFAUT2",,,
np-m-389,389,Error,np,NPFAUT3,Missingness,NPFAUT3 conditionally blank,"If NPFAUT ne 1, NPFAUT3 must be blank","If Q20h. NPFAUT (Full autopsy performed?) ne 1 (Yes), Q20h3. NPFAUT3 (If full autopsy, third major finding) must be blank",If NPFAUT ne 1 and NPFAUT3 ne blank,,"NPFAUT, NPFAUT3",,,
np-m-390,390,Error,np,NPFAUT4,Missingness,NPFAUT4 conditionally blank,"If NPFAUT ne 1, NPFAUT4 must be blank","If Q20h. NPFAUT (Full autopsy performed?) ne 1 (Yes), Q20h4. NPFAUT4 (If full autopsy, fourth major finding) must be blank",If NPFAUT ne 1 and NPFAUT4 ne blank,,"NPFAUT, NPFAUT4",,,
