Conformity_missingness checks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Form,Packet,Q#,Variable,Error_alert test name,Short test Description (English),Full test Description (English),Test Description Logic,Form(s) compared in test,Variable(s) compared in test,Error or alert?,Can be done in REDCap?,Type of test,Were these variables_concepts previous versions of UDS?,Question(s) for domain experts,,,,,,,,,,,,,,,,,,,,,
A3,I,3b5,SIB2MEVAL,SIB2MEVAL conditionally blank,"If SIBS is <2, 888 (N/A) or 999 (Unknown) or SIB2NPSYC is 0 (No neurological illness) or 9 (Unknown) then SIB2MEVAL must be blank","If Q3. SIBS (How many siblings?) is <2, 888 (N/A) or 999 (Unknown) or 3b3. SIB2NPSYC (Sibling 2 neurological/psychological condition) is 0 (No neurological illness) or 9 (Unknown) then Q3b5. SIB2MEVAL (Sibling 2 neurological/psychological condition) must be blank",IF ((SIBS is <2 or =888 or =999) or (SIB2NPSYC= 0 or 9)) and SIB2MEVALneblank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,3b5,SIB2MEVAL,SIB2MEVAL conforms,SIB2MEVAL must be an integer between 1 and 4,Q3b5. SIB2MEVAL (Sibling 2 method of evaluation) must be an integer between 1 and 4,IF SIB2MEVAL <1 or >4,n/a,n/a,Error,,Conformity,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,3b6,SIB2AGO ,SIB2AGO  conditionally present,if SIBS is (>1 and <77) and SIB2NPSYC is in (1-5) then SIB2AGO  must be present,if Q3. SIBS (How many siblings?) is (>1 and <77) and 3b3. SIB2NPSYC (Sibling 2 neurological/psychological condition) is in (1-5) then Q3b6. SIB2AGO (Sibling 2 age of onset) must be present,IF SIBS is (>1 and <77) and SIB2NPSYC in (1-5) and SIB2AGO =blank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,3b6,SIB2AGO ,SIB2AGO  conditionally blank,"If SIBS is <2, 888 (N/A) or 999 (Unknown) or SIB2NPSYC is 0 (No neurological illness) or 9 (Unknown) then SIB2AGO must be blank","If Q3. SIBS (How many siblings?) is <2, 888 (N/A) or 999 (Unknown) or 3b3. SIB2NPSYC (Sibling 2 neurological/psychological condition) is 0 (No neurological illness) or 9 (Unknown) then Q3b6. SIB2AGO (Sibling 2 age of onset) must be blank",IF ((SIBS is <2 or =888 or =999) or (SIB2NPSYC= 0 or 9)) and SIB2AGOneblank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,3b6,SIB2AGO ,SIB2AGO conforms,"SIB2AGO  must be an integer between 0 and 110, or =888 (N/A) or 999 (Unknown)","Q3b6. SIB2AGO (Sibling 2 age of onset) must be an integer between 0 and 110, or =888 (N/A) or 999 (Unknown)",IF SIB2AGO  <0 or (SIB2AGO  >110 and ne 888 or 999),n/a,n/a,Error,,Conformity,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,3b6,SIB2AGO ,SIB2AGO cannot be > than SIB2AGD,SIB2AGO must be <= SIB2AGD,Q3b6. SIB2AGO (Sibling 2 age of onset) must be <= Q3b2. SIB2AGD (Sibling 2 death age),If SIB2AGO > SIB2AGD,n/a,n/a,Error,,Conformity,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,3c1,SIB3YOB,SIB3YOB conditionally present,if SIBS is (>2 and <77) then SIB3YOB must be present,if Q3. SIBS (How many siblings?) is (>2 and <77) then Q3c1. SIB3YOB (Sibling 3 birth year) must be present,IF SIBS is (>2 and <77) and SIB3YOB=blank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,3c1,SIB3YOB,SIB3YOB conditionally blank,"If SIBS is <3, 888 (N/A) or 999 (Unknown) then SIB3YOB must be blank","If Q3. SIBS (How many siblings?) is <3, 888 (N/A) or 999 (Unknown) then Q3c1. SIB3YOB (Sibling 3 birth year) must be blank",IF (SIBS is <3 or =888 or =999) and SIB3YOBneblank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,3c1,SIB3YOB,SIB3YOB conforms,"SIB3YOB must be a year between 1875 and the current year, or =9999 (Unknown)","3c1. SIB3YOB (Sibling 3 birth year) must be a year between 1875 and the current year, or =9999 (Unknown)",IF  SIB3YOB<1875 or (SIB3YOB> current year and ne 9999),n/a,n/a,Error,,Conformity,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,3c2,SIB3AGD,SIB3AGD conditionally present,if SIBS is (>2 and <77) then SIB3AGD must be present,if Q3. SIBS (How many siblings?) is (>2 and <77) then Q3c2. SIB3AGD (Sibling 3 death age) must be present,IF SIBS is (>2 and <77) and SIB3AGD=blank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,3c2,SIB3AGD,SIB3AGD conditionally blank,"If SIBS is <3, 888 (N/A) or 999 (Unknown) then SIB3AGD must be blank","If Q3. SIBS (How many siblings?) is <3, 888 (N/A) or 999 (Unknown) then Q3c2. SIBXAGD (Sibling X death age) must be blank",IF (SIBS is <3 or =888 or =999) and SIB3AGDneblank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,3c2,SIB3AGD,SIB3AGD conforms,"SIB3AGD must be an integer between 0 and 110, or =888 (N/A) or 999 (Unknown)","Q3c2. SIB3AGD (Sibling 3 death age) must be an integer between 0 and 110, or =888 (N/A) or 999 (Unknown)",IF SIB3AGD <0 or (SIB3AGD >110 and ne 888 or 999),n/a,n/a,Error,,Conformity,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,3c3,SIB3NPSYC,SIB3NPSYC conditionally present,if SIBS is (>2 and <77) then SIB3NPSYC must be present,if Q3. SIBS (How many siblings?) is (>2 and <77) then Q3c3. SIB3NPSYC (Sibling 3 neurological/psychological condition) must be present,IF SIBS is (>2 and <77) and SIB3NPSYC=blank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,3c3,SIB3NPSYC,SIB3NPSYC conditionally blank,"If SIBS is <3, 888 (N/A) or 999 (Unknown) then SIB3NPSYC must be blank","If Q3. SIBS (How many siblings?) is <3, 888 (N/A) or 999 (Unknown) then Q3c3. SIB3NPSYC (Sibling 3 neurological/psychological condition) must be blank",IF (SIBS is <3 or =888 or =999) and SIB3NPSYCneblank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,3c3,SIB3NPSYC,SIB3NPSYC conforms,"SIB3NPSYC must be an integer between 0 and 5, or =9 (Unknown)","Q3c3. SIB3NPSYC (Sibling 3 neurological/psychological condition) must be an integer between 0 and 5, or =9 (Unknown)",IF SIB3NPSYC <0 or (SIB3NPSYC >5 and ne 9),n/a,n/a,Error,,Conformity,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,3c4,SIB3ETPR,SIB3ETPR conditionally present,if SIBS is (>2 and <77) and SIBXNPSYC is in (1-5) then SIB3ETPR must be present,If Q3. SIBS (How many siblings?) is (>2 and <77) and 3c3. SIB3NPSYC (Sibling 3 neurological/psychological condition) is in (1-5) then Q3c4. SIB3ETPR (Sibling 3 primary dx) must be present,IF SIBS is (>2 and <77) and SIB3NPSYC is in (1-5) and SIB3ETPR=blank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,3c4,SIB3ETPR,SIB3ETPR conditionally blank,"If SIBS is <3, 888 (N/A) or 999 (Unknown) or SIB3NPSYC is 0 (No neurological illness) or 9 (Unknown) then SIB3ETPR must be blank","If Q3. SIBS (How many siblings?) is <3, 888 (N/A) or 999 (Unknown) or 3c3. SIB3NPSYC (Sibling 3 neurological/psychological condition) is 0 (No neurological illness) or 9 (Unknown) then Q3c4. SIB3ETPRC (Sibling 3 neurological/psychological condition) must be blank",IF ((SIBS is <3 or =888 or =999) or (SIB3NPSYC= 0 or 9)) and SIB3ETPRneblank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,3c4,SIB3ETPR,SIB3ETPR conforms,"SIB3ETPR must be a code between 01 and 09, or =99 (Unknown)","3c4. SIB3ETPR (Sibling 3 primary dx) must be a code between 01 and 09, or =99 (Unknown)",IF SIB3ETPR <01 or (SIB3ETPR >09 and ne 99),n/a,n/a,Error,,Conformity,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,3c5,SIB3MEVAL,SIB3MEVAL conditionally present,if SIBS is (>2 and <77) and SIB3NPSYC is in (1-5) then SIB3MEVAL must be present,if Q3. SIBS (How many siblings?) is (>2 and <77) and 3c3. SIB3NPSYC (Sibling 3 neurological/psychological condition) is in (1-5) then Q3c5. SIB3MEVAL (Sibling 3 method of evaluation) must be present,IF SIBS is (>2 and <77) and SIB3NPSYC in (1-5) and SIB3MEVAL=blank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,3c5,SIB3MEVAL,SIB3MEVAL conditionally blank,"If SIBS is <3, 888 (N/A) or 999 (Unknown) or SIB3NPSYC is 0 (No neurological illness) or 9 (Unknown) then SIB3MEVAL must be blank","If Q3. SIBS (How many siblings?) is <3, 888 (N/A) or 999 (Unknown) or 3c3. SIB3NPSYC (Sibling 3 neurological/psychological condition) is 0 (No neurological illness) or 9 (Unknown) then Q3c5. SIB3MEVAL (Sibling 3 neurological/psychological condition) must be blank",IF ((SIBS is <3 or =888 or =999) or (SIB3NPSYC= 0 or 9)) and SIB3MEVALneblank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,3c5,SIB3MEVAL,SIB3MEVAL conforms,SIB3MEVAL must be an integer between 1 and 4,Q3c5. SIB3MEVAL (Sibling 3 method of evaluation) must be an integer between 1 and 4,IF SIB3MEVAL <1 or >4,n/a,n/a,Error,,Conformity,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,3c6,SIB3AGO ,SIB3AGO conditionally present,if SIBS is (>2 and <77) and SIB3NPSYC is in (1-5) then SIB3AGO  must be present,if Q3. SIBS (How many siblings?) is (>2 and <77) and 3c3. SIB3NPSYC (Sibling 3 neurological/psychological condition) is in (1-5) then Q3c6. SIB3AGO (Sibling 3 age of onset) must be present,IF SIBS is (>2 and <77) and SIB3NPSYC in (1-5) and SIB3AGO =blank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,3c6,SIB3AGO ,SIB3AGO conditionally blank,"If SIBS is <3, 888 (N/A) or 999 (Unknown) or SIB3NPSYC is 0 (No neurological illness) or 9 (Unknown) then SIB3AGO must be blank","If Q3. SIBS (How many siblings?) is <3, 888 (N/A) or 999 (Unknown) or 3c3. SIB3NPSYC (Sibling 3 neurological/psychological condition) is 0 (No neurological illness) or 9 (Unknown) then Q3c6. SIB3AGO (Sibling 3 age of onset) must be blank",IF ((SIBS is <3 or =888 or =999) or (SIB3NPSYC= 0 or 9)) and SIB3AGOneblank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,3c6,SIB3AGO ,SIB3AGO conforms,"SIB3AGO  must be an integer between 0 and 110, or =888 (N/A) or 999 (Unknown)","Q3c6. SIB3AGO (Sibling 3 age of onset) must be an integer between 0 and 110, or =888 (N/A) or 999 (Unknown)",IF SIB3AGO  <0 or (SIB3AGO  >110 and ne 888 or 999),n/a,n/a,Error,,Conformity,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,3c6,SIB3AGO ,SIB3AGO cannot be > than SIB3AGD,SIB3AGO must be <= SIB3AGD,Q3c6. SIB3AGO (Sibling 3 age of onset) must be <= Q3c2. SIB3AGD (Sibling 3 death age),If SIB3AGO > SIB3AGD,n/a,n/a,Error,,Conformity,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,3d1,SIB4YOB,SIB4YOB conditionally present,if SIBS is (>3 and <77) then SIB4YOB must be present,if Q3. SIBS (How many siblings?) is (>3 and <77) then Q3d1. SIB4YOB (Sibling 4 birth year) must be present,IF SIBS is (>3 and <77) and SIB4YOB=blank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,3d1,SIB4YOB,SIB4YOB conditionally blank,"If SIBS is <4, 888 (N/A) or 999 (Unknown) then SIB4YOB must be blank","If Q3. SIBS (How many siblings?) is <4, 888 (N/A) or 999 (Unknown) then Q3d1. SIB4YOB (Sibling 4 birth year) must be blank",IF (SIBS is <4 or =888 or =999) and SIB4YOBneblank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,3d1,SIB4YOB,SIB4YOB conforms,"SIB4YOB must be a year between 1875 and the current year, or =9999 (Unknown)","3d1. SIB4YOB (Sibling 4 birth year) must be a year between 1875 and the current year, or =9999 (Unknown)",IF  SIB4YOB<1875 or (SIB4YOB> current year and ne 9999),n/a,n/a,Error,,Conformity,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,3d2,SIB4AGD,SIB4AGD conditionally present,if SIBS is (>3 and <77) then SIB4AGD must be present,if Q3. SIBS (How many siblings?) is (>3 and <77) then Q3d2. SIB4AGD (Sibling 4 death age) must be present,IF SIBS is (>3 and <77) and SIB4AGD=blank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,3d2,SIB4AGD,SIB4AGD conditionally blank,"If SIBS is <4, 888 (N/A) or 999 (Unknown) then SIB4AGD must be blank","If Q3. SIBS (How many siblings?) is <4, 888 (N/A) or 999 (Unknown) then Q3d2. SIBXAGD (Sibling X death age) must be blank",IF (SIBS is <4 or =888 or =999) and SIB4AGDneblank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,3d2,SIB4AGD,SIB4AGD conforms,"SIB4AGD must be an integer between 0 and 110, or =888 (N/A) or 999 (Unknown)","Q3d2. SIB4AGD (Sibling 4 death age) must be an integer between 0 and 110, or =888 (N/A) or 999 (Unknown)",IF SIB4AGD <0 or (SIB4AGD >110 and ne 888 or 999),n/a,n/a,Error,,Conformity,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,3d3,SIB4NPSYC,SIB4NPSYC conditionally present,if SIBS is (>3 and <77) then SIB4NPSYC must be present,if Q3. SIBS (How many siblings?) is (>3 and <77) then Q3d3. SIB4NPSYC (Sibling 4 neurological/psychological condition) must be present,IF SIBS is (>4 and <77) and SIB4NPSYC=blank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,3d3,SIB4NPSYC,SIB4NPSYC conditionally blank,"If SIBS is <4, 888 (N/A) or 999 (Unknown) then SIB4NPSYC must be blank","If Q3. SIBS (How many siblings?) is <4, 888 (N/A) or 999 (Unknown) then Q3d3. SIB4NPSYC (Sibling 4 neurological/psychological condition) must be blank",IF (SIBS is <4 or =888 or =999) and SIB4NPSYCneblank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,3d3,SIB4NPSYC,SIB4NPSYC conforms,"SIB4NPSYC must be an integer between 0 and 5, or =9 (Unknown)","Q3d3. SIB4NPSYC (Sibling 4 neurological/psychological condition) must be an integer between 0 and 5, or =9 (Unknown)",IF SIB4NPSYC <0 or (SIB4NPSYC >5 and ne 9),n/a,n/a,Error,,Conformity,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,3d4,SIB4ETPR,SIB4ETPR conditionally present,if SIBS is (>3 and <77) and SIB4NPSYC is in (1-5) then SIB4ETPR must be present,If Q3. SIBS (How many siblings?) is (>3 and <77) and 3d3. SIB4NPSYC (Sibling 4 neurological/psychological condition) is in (1-5) then Q3d4. SIB4ETPR (Sibling 4 primary dx) must be present,IF SIBS is (>3 and <77) and SIB4NPSYC is in (1-5) and SIB3ETPR=blank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,3d4,SIB4ETPR,SIB4ETPR conditionally blank,"If SIBS is <4, 888 (N/A) or 999 (Unknown) or SIB4NPSYC is 0 (No neurological illness) or 9 (Unknown) then SIB4ETPR must be blank","If Q3. SIBS (How many siblings?) is <4, 888 (N/A) or 999 (Unknown) or 3d3. SIB4NPSYC (Sibling 4 neurological/psychological condition) is 0 (No neurological illness) or 9 (Unknown) then Q3d4. SIB4ETPRC (Sibling 4 neurological/psychological condition) must be blank",IF ((SIBS is <4 or =888 or =999) or (SIB4NPSYC= 0 or 9)) and SIB4ETPRneblank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,3d4,SIB4ETPR,SIB4ETPR conforms,"SIB4ETPR must be a code between 01 and 09, or =99 (Unknown)","3d4. SIBXETPR (Sibling 4 primary dx) must be a code between 01 and 09, or =99 (Unknown)",IF SIB4ETPR <01 or (SIB4ETPR >09 and ne 99),n/a,n/a,Error,,Conformity,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,3d5,SIB4MEVAL,SIB4MEVAL conditionally present,"if SIBS is (>3 and <77) and SIB4NPSYC is in (1-5) then SIB4MEVAL must be present; otherwise, SIB4MEVAL is blank if SIBS is <4, 888 (N/A) or 999 (Unknown) or SIB4NPSYC is 0 (No neurological illness) or 9 (Unknown)","if Q3. SIBS (How many siblings?) is (>3 and <77) and 3d3. SIB4NPSYC (Sibling 4 neurological/psychological condition) is in (1-5) then Q3d5. SIB4MEVAL (Sibling 4 method of evaluation) must be present; otherwise, Q3d5. SIB4MEVAL (Sibling 4 method of evaluation) is blank if Q3. SIBS (How many siblings?) is <4, 888 (N/A) or 999 (Unknown) or 3d3. SIB4NPSYC (Sibling 4 neurological/psychological condition) is 0 (No neurological illness) or 9 (Unknown)",IF SIBS is (>3 and <77) and SIB4NPSYC in (1-5) and SIB4MEVAL=blank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,3d5,SIB4MEVAL,SIB4MEVAL conditionally blank,"If SIBS is <4, 888 (N/A) or 999 (Unknown) or SIB4NPSYC is 0 (No neurological illness) or 9 (Unknown) then SIB4MEVAL must be blank","If Q3. SIBS (How many siblings?) is <4, 888 (N/A) or 999 (Unknown) or 3d3. SIB4NPSYC (Sibling 4 neurological/psychological condition) is 0 (No neurological illness) or 9 (Unknown) then Q3d5. SIB4MEVAL (Sibling 4 neurological/psychological condition) must be blank",IF ((SIBS is <4 or =888 or =999) or (SIB4NPSYC= 0 or 9)) and SIB4MEVALneblank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,3d5,SIB4MEVAL,SIB4MEVAL conforms,SIB4MEVAL must be an integer between 1 and 4,Q3d5. SIB4MEVAL (Sibling 4 method of evaluation) must be an integer between 1 and 4,IF SIB4MEVAL <1 or >4,n/a,n/a,Error,,Conformity,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,3d6,SIB4AGO ,SIB4AGO  conditionally present,if SIBS is (>3 and <77) and SIB4NPSYC is in (1-5) then SIB4AGO  must be present,if Q3. SIBS (How many siblings?) is (>3 and <77) and 3d3. SIB4NPSYC (Sibling 4 neurological/psychological condition) is in (1-5) then Q3d6. SIB4AGO (Sibling 4 age of onset) must be present,IF SIBS is (>3 and <77) and SIB4NPSYC in (1-5) and SIB4AGO =blank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,3d6,SIB4AGO ,SIB4AGO  conditionally blank,"If SIBS is <4, 888 (N/A) or 999 (Unknown) or SIB4NPSYC is 0 (No neurological illness) or 9 (Unknown) then SIB4AGO must be blank","If Q3. SIBS (How many siblings?) is <4, 888 (N/A) or 999 (Unknown) or 3d3. SIB4NPSYC (Sibling 4 neurological/psychological condition) is 0 (No neurological illness) or 9 (Unknown) then Q3d6. SIB4AGO (Sibling 4 age of onset) must be blank",IF ((SIBS is <4 or =888 or =999) or (SIB4NPSYC= 0 or 9)) and SIB4AGOneblank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,3d6,SIB4AGO ,SIB4AGO conforms,"SIB4AGO  must be an integer between 0 and 110, or =888 (N/A) or 999 (Unknown)","Q3d6. SIB4AGO (Sibling 4 age of onset) must be an integer between 0 and 110, or =888 (N/A) or 999 (Unknown)",IF SIB4AGO  <0 or (SIB4AGO  >110 and ne 888 or 999),n/a,n/a,Error,,Conformity,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,3d6,SIB4AGO ,SIB4AGO cannot be > than SIB4AGD,SIB4AGO must be <= SIB4AGD,Q3d6. SIB4AGO (Sibling 4 age of onset) must be <= Q3d2. SIB4AGD (Sibling 4 death age),If SIB4AGO > SIB4AGD,n/a,n/a,Error,,Conformity,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,3e1,SIB5YOB,SIB5YOB conditionally present,if SIBS is (>4 and <77) then SIB5YOB must be present,if Q3. SIBS (How many siblings?) is (>4 and <77) then Q3e1. SIB5YOB (Sibling 5 birth year) must be present,IF SIBS is (>4 and <77) and SIB5YOB=blank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,3e1,SIB5YOB,SIB5YOB conditionally blank,"If SIBS is <5, 888 (N/A) or 999 (Unknown) then SIB5YOB must be blank","If Q3. SIBS (How many siblings?) is <5, 888 (N/A) or 999 (Unknown) then Q3e1. SIB5YOB (Sibling 5 birth year) must be blank",IF (SIBS is <5 or =888 or =999) and SIB5YOBneblank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,3e1,SIB5YOB,SIB5YOB conforms,"SIB5YOB must be a year between 1875 and the current year, or =9999 (Unknown)","3e1. SIB5YOB (Sibling 5 birth year) must be a year between 1875 and the current year, or =9999 (Unknown)",IF  SIB5YOB<1875 or (SIB5YOB> current year and ne 9999),n/a,n/a,Error,,Conformity,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,3e2,SIB5AGD,SIB5AGD conditionally present,if SIBS is (>4 and <77) then SIB5AGD must be present,if Q3. SIBS (How many siblings?) is (>4 and <77) then Q3e2. SIB5AGD (Sibling 5 death age) must be present,IF SIBS is (>4 and <77) and SIB5AGD=blank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,3e2,SIB5AGD,SIB5AGD conditionally blank,"If SIBS is <5, 888 (N/A) or 999 (Unknown) then SIB5AGD must be blank","If Q3. SIBS (How many siblings?) is <5, 888 (N/A) or 999 (Unknown) then Q3e2. SIBXAGD (Sibling X death age) must be blank",IF (SIBS is <5 or =888 or =999) and SIB5AGDneblank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,3e2,SIB5AGD,SIB5AGD conforms,"SIB5AGD must be an integer between 0 and 110, or =888 (N/A) or 999 (Unknown)","Q3e2. SIB5AGD (Sibling 5 death age) must be an integer between 0 and 110, or =888 (N/A) or 999 (Unknown)",IF SIB5AGD <0 or (SIB5AGD >110 and ne 888 or 999),n/a,n/a,Error,,Conformity,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,3e3,SIB5NPSYC,SIB5NPSYC conditionally present,if SIBS is (>4 and <77) then SIB5NPSYC must be present,if Q3. SIBS (How many siblings?) is (>4 and <77) then Q3e3. SIB5NPSYC (Sibling 5 neurological/psychological condition) must be present,IF SIBS is (>4 and <77) and SIB5NPSYC=blank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,3e3,SIB5NPSYC,SIB5NPSYC conditionally blank,"If SIBS is <5, 888 (N/A) or 999 (Unknown) then SIB5NPSYC must be blank","If Q3. SIBS (How many siblings?) is <5, 888 (N/A) or 999 (Unknown) then Q3e3. SIB5NPSYC (Sibling 5 neurological/psychological condition) must be blank",IF (SIBS is <5 or =888 or =999) and SIB5NPSYCneblank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,3e3,SIB5NPSYC,SIB5NPSYC conforms,"SIB5NPSYC must be an integer between 0 and 5, or =9 (Unknown)","Q3e3. SIB5NPSYC (Sibling 5 neurological/psychological condition) must be an integer between 0 and 5, or =9 (Unknown)",IF SIB5NPSYC <0 or (SIB5NPSYC >5 and ne 9),n/a,n/a,Error,,Conformity,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,3e4,SIB5ETPR,SIB5ETPR conditionally present,if SIBS is (>4 and <77) and SIB5NPSYC is in (1-5) then SIB5ETPR must be present,If Q3. SIBS (How many siblings?) is (>4 and <77) and 3e3. SIB5NPSYC (Sibling 5 neurological/psychological condition) is in (1-5) then Q3e4. SIB5ETPR (Sibling 5 primary dx) must be present,IF SIBS is (>4 and <77) and SIB5NPSYC is in (1-5) and SIB5ETPR=blank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,3e4,SIB5ETPR,SIB5ETPR conditionally blank,"If SIBS is <5, 888 (N/A) or 999 (Unknown) or SIB5NPSYC is 0 (No neurological illness) or 9 (Unknown) then SIB5ETPR must be blank","If Q3. SIBS (How many siblings?) is <5, 888 (N/A) or 999 (Unknown) or 3e3. SIB5NPSYC (Sibling 5 neurological/psychological condition) is 0 (No neurological illness) or 9 (Unknown) then Q3e4. SIB5ETPRC (Sibling 5 neurological/psychological condition) must be blank",IF ((SIBS is <5 or =888 or =999) or (SIB5NPSYC= 0 or 9)) and SIB5ETPRneblank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,3e4,SIB5ETPR,SIB5ETPR conforms,"SIB5ETPR must be a code between 01 and 09, or =99 (Unknown)","3e4. SIB5ETPR (Sibling 5 primary dx) must be a code between 01 and 09, or =99 (Unknown)",IF SIB5ETPR <01 or (SIB5ETPR >09 and ne 99),n/a,n/a,Error,,Conformity,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,3e5,SIB5MEVAL,SIB5MEVAL conditionally present,if SIBS is (>4 and <77) and SIB5NPSYC is in (1-5) then SIB5MEVAL must be present,if Q3. SIBS (How many siblings?) is (>4 and <77) and 3e3. SIB5NPSYC (Sibling 5 neurological/psychological condition) is in (1-5) then Q3e5. SIB5MEVAL (Sibling 5 method of evaluation) must be present,IF SIBS is (>4 and <77) and SIB5NPSYC in (1-5) and SIB5MEVAL=blank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,3e5,SIB5MEVAL,SIB5MEVAL conditionally blank,"If SIBS is <5, 888 (N/A) or 999 (Unknown) or SIB5NPSYC is 0 (No neurological illness) or 9 (Unknown) then SIB5MEVAL must be blank","If Q3. SIBS (How many siblings?) is <5, 888 (N/A) or 999 (Unknown) or 3e3. SIB5NPSYC (Sibling 5 neurological/psychological condition) is 0 (No neurological illness) or 9 (Unknown) then Q3e5. SIB5MEVAL (Sibling 5 neurological/psychological condition) must be blank",IF ((SIBS is <5 or =888 or =999) or (SIB5NPSYC= 0 or 9)) and SIB5MEVALneblank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,3e5,SIB5MEVAL,SIB5MEVAL conforms,SIB5MEVAL must be an integer between 1 and 4,Q3e5. SIB5MEVAL (Sibling 5 method of evaluation) must be an integer between 1 and 4,IF SIB5MEVAL <1 or >4,n/a,n/a,Error,,Conformity,Yes,,,,,,,,,,,,,,,,,,,,,,
